src,flight,sched_dep_time,act_dep_time,dept_gate,sched_arr_time,act_arr_time,arrival_gate
airtravelcenter,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
flightview,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
flightstats,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
panynj,UA-5487-SFO-MRY,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
flightexplorer,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
flights,CO-47-IAH-LAX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
travelocity,AA-3-JFK-LAX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
foxbusiness,CO-62-IAH-EWR,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
usatoday,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
myrateplan,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
orbitz,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
ifly,CO-1614-LAX-IAH,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
flytecomm,AA-3979-CVG-ORD,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
mytripandmore,UA-843-LAX-ORD,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
ord,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
wunderground,CO-1586-IAH-MCO,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
flylouisville,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
quicktrip,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
allegiantair,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
businesstravellogue,UA-37-EDI-EWR,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
gofox,UA-3050-PHX-CLT,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
flightaware,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
world-flight-tracker,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,D51,10:30 p.m.,10:30 p.m.,49A
aa,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
helloflight,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
boston,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
weather,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
airtravelcenter,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
flightview,CO-52-IAH-LAX,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
panynj,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
flightexplorer,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
flights,AA-3063-SLC-LAX,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
travelocity,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
foxbusiness,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
usatoday,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
myrateplan,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
orbitz,AA-3-JFK-LAX,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
flytecomm,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
flylouisville,AA-4344-ORD-DTW,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
allegiantair,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
businesstravellogue,UA-3925-IAD-ORF,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
gofox,AA-484-DFW-MIA,10:45 a.m.,10:55 a.m.,C-39,2:20 p.m.,1:40 p.m.,C83
aa,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
helloflight,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
boston,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
weather,AA-222-LAX-BOS,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
airtravelcenter,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
flightview,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
flightstats,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
panynj,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
mco,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
flights,AA-222-LAX-BOS,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
travelocity,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
foxbusiness,CO-1561-PHX-IAH,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
myrateplan,UA-37-EDI-EWR,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
orbitz,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
ifly,AA-1434-DFW-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
flytecomm,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
mytripandmore,UA-3050-PHX-CLT,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
wunderground,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
flylouisville,CO-1561-PHX-IAH,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
quicktrip,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
allegiantair,AA-271-MIA-LAX,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
businesstravellogue,AA-4198-ORD-CLE,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
gofox,AA-4330-CVG-ORD,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
flightaware,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
world-flight-tracker,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,A5D,5:55 p.m.,5:43 p.m.,D7
aa,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
helloflight,UA-3050-PHX-CLT,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
boston,UA-2515-DFW-CLT,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
weather,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
airtravelcenter,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
flightview,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
flightstats,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
panynj,CO-50-CLE-EWR,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
flightexplorer,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
mco,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
flights,CO-52-IAH-LAX,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
travelocity,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
foxbusiness,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
myrateplan,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
orbitz,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
flytecomm,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
mytripandmore,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
wunderground,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
flylouisville,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
quicktrip,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
allegiantair,UA-1500-IAH-GUA,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
businesstravellogue,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
gofox,CO-1090-BOS-IAH,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
flightaware,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
world-flight-tracker,AA-518-MIA-JFK,11:25 p.m.,11:25 p.m.,C73,6:55 a.m.,6:55 a.m.,39
aa,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
helloflight,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
boston,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
weather,CO-1193-EWR-MCO,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
airtravelcenter,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
flightview,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
flightstats,CO-1023-IAH-DEN,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
panynj,AA-3-JFK-LAX,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
flightexplorer,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
mia,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
flights,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
flightarrival,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
travelocity,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
foxbusiness,CO-1250-MIA-IAH,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
usatoday,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
myrateplan,AA-415-BOS-ORD,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
orbitz,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
ifly,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
flytecomm,AA-1165-JFK-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
ord,AA-1640-MIA-MCO,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
wunderground,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
flylouisville,UA-843-LAX-ORD,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
quicktrip,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
allegiantair,CO-45-EWR-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
businesstravellogue,AA-3842-MSP-ORD,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
gofox,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
flightaware,AA-3823-LAX-DEN,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
world-flight-tracker,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,G12,2:45 p.m.,2:46 p.m.,A1
aa,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
helloflight,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
boston,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
weather,AA-431-MIA-SFO,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
airtravelcenter,AA-1640-MIA-MCO,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
flightview,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
flightstats,AA-4330-CVG-ORD,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
panynj,AA-415-BOS-ORD,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
flightexplorer,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
flights,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
flightarrival,AA-3804-PHL-ORD,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
travelocity,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
foxbusiness,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
myrateplan,AA-3842-MSP-ORD,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
orbitz,AA-1434-DFW-MCO,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
flytecomm,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
wunderground,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
flylouisville,AA-1886-BOS-MIA,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
quicktrip,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
allegiantair,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
businesstravellogue,CO-1090-BOS-IAH,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
gofox,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
flightaware,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
world-flight-tracker,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,D23,3:30 p.m.,3:14 p.m.,D8
aa,UA-664-ORD-PHL,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
helloflight,UA-2906-PHL-MCO,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
boston,AA-59-JFK-SFO,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
weather,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
airtravelcenter,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
flightview,AA-431-MIA-SFO,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
flightstats,AA-1917-JFK-MCO,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
panynj,AA-3823-LAX-DEN,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
flightexplorer,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
flights,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
flightarrival,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
travelocity,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
foxbusiness,AA-1522-SFO-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
usatoday,UA-1500-IAH-GUA,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
myrateplan,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
orbitz,UA-2314-ATL-PHL,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
flytecomm,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
ord,AA-3804-PHL-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
wunderground,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
flylouisville,AA-789-ORD-DEN,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
quicktrip,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
allegiantair,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
businesstravellogue,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
gofox,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
flightaware,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
world-flight-tracker,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,42B,11:35 a.m.,11:06 a.m.,B35
aa,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
helloflight,CO-58-DEN-IAH,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
boston,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
weather,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
airtravelcenter,AA-1007-MIA-PHX,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
flightview,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
flightstats,AA-518-MIA-JFK,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
panynj,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
flightexplorer,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
dfw,UA-1500-IAH-GUA,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
flights,UA-2704-DTW-PHX,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
flightarrival,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
flightwise,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
travelocity,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
foxbusiness,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
myrateplan,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
orbitz,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
flytecomm,UA-854-SFO-IAH,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
mytripandmore,UA-37-EDI-EWR,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
wunderground,CO-1090-BOS-IAH,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
flylouisville,AA-446-DFW-PHL,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
quicktrip,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
allegiantair,AA-2525-DFW-MIA,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
businesstravellogue,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
gofox,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
flightaware,UA-2945-PHL-CLT,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
world-flight-tracker,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,C4,11:50 p.m.,11:50 p.m.,44
aa,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
helloflight,UA-938-DEN-ORD,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
boston,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
weather,AA-1165-JFK-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
airtravelcenter,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
flightview,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
flightstats,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
panynj,AA-2957-DFW-CVG,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
flightexplorer,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
mia,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
flights,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
flightwise,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
travelocity,AA-1640-MIA-MCO,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
foxbusiness,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
myrateplan,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
orbitz,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
flytecomm,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
mytripandmore,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
wunderground,AA-3468-CVG-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
flylouisville,UA-2945-PHL-CLT,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
quicktrip,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
allegiantair,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
businesstravellogue,AA-3859-IAH-ORD,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
gofox,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
flightaware,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
world-flight-tracker,CO-1561-PHX-IAH,7:25 a.m.,7:39 a.m.,D25,11:10 a.m.,11:06 a.m.,A19
aa,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,C113,2:25 p.m.,2:27 p.m.,39
helloflight,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,C113,2:25 p.m.,2:27 p.m.,39
boston,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,C113,2:25 p.m.,2:27 p.m.,39
weather,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,C113,2:25 p.m.,2:27 p.m.,39
airtravelcenter,CO-62-IAH-EWR,11:35 a.m.,11:52 a.m.,C113,2:25 p.m.,2:27 p.m.,39
flightview,UA-414-LAX-SFO,11:35 a.m.,11:52 a.m.,C113,2:25 p.m.,2:27 p.m.,39
